ID,cell_i
9a6c3ce0-bbc7-11e8-b2bc-ac1f6b6435d0,13
32c159e4-bbc8-11e8-b2bc-ac1f6b6435d0,6
f026cf08-bb9d-11e8-b2b9-ac1f6b6435d0,2
5345ade6-bbb9-11e8-b2ba-ac1f6b6435d0,34
68_B7_2,4
1918_B2_18,22
882_C4_2,10
274dc1f8-bba8-11e8-b2ba-ac1f6b6435d0,11
553_C9_1,1
dc463138-bbaf-11e8-b2ba-ac1f6b6435d0,4
748b0a5c-bbad-11e8-b2ba-ac1f6b6435d0,5
868a308a-bbbb-11e8-b2ba-ac1f6b6435d0,1
f55e17de-bba6-11e8-b2ba-ac1f6b6435d0,0
831_C4_1,11
1707_G2_8,3
1753_A4_13,17
557_E4_1,9
b84cb64c-bbac-11e8-b2ba-ac1f6b6435d0,21
1760_F9_17,32
3280c9f6-bbaf-11e8-b2ba-ac1f6b6435d0,18
1336_C5_5,9
1898_B10_32,3
49c0c998-bbb6-11e8-b2ba-ac1f6b6435d0,15
1918_F8_3,48
436_F5_4,5
b578c7cc-bb9c-11e8-b2b9-ac1f6b6435d0,6
9d693b20-bb9d-11e8-b2b9-ac1f6b6435d0,33
cd84a19a-bba8-11e8-b2ba-ac1f6b6435d0,12
f532bf92-bbc1-11e8-b2bb-ac1f6b6435d0,2
f9c647e2-bbbf-11e8-b2bb-ac1f6b6435d0,16
83db42c4-bbc1-11e8-b2bb-ac1f6b6435d0,7
e4c69ac6-bba7-11e8-b2ba-ac1f6b6435d0,4
552_E4_3,2
1475_G11_1,7
1019_A6_1,20
1789_B8_2,17
1695_H1_18,35
a7a09572-bbc3-11e8-b2bc-ac1f6b6435d0,27
6d0e4d32-bbb9-11e8-b2ba-ac1f6b6435d0,6
0edd1d4e-bbc6-11e8-b2bc-ac1f6b6435d0,20
fb8f1b50-bb9f-11e8-b2b9-ac1f6b6435d0,5
99723930-bbb2-11e8-b2ba-ac1f6b6435d0,11
5345ade6-bbb9-11e8-b2ba-ac1f6b6435d0,43
177_E4_2,10
1736_G7_32,15
a36fd3e4-bbb1-11e8-b2ba-ac1f6b6435d0,5
48_G5_2,5
cfd8eb86-bbb2-11e8-b2ba-ac1f6b6435d0,5
0a763540-bb9b-11e8-b2b9-ac1f6b6435d0,7
68_H6_2,17
74_E4_2,14
1702_E2_23,14
921b908c-bbc6-11e8-b2bc-ac1f6b6435d0,11
1650_E1_48,39
1914_G6_5,20
1161_C12_1,15
1898_B10_31,17
7cb7642a-bbba-11e8-b2ba-ac1f6b6435d0,25
1021_A9_2,14
97866db0-bbc3-11e8-b2bc-ac1f6b6435d0,19
29b9b0d0-bbb9-11e8-b2ba-ac1f6b6435d0,17
182_B12_1,10
0f028a34-bba8-11e8-b2ba-ac1f6b6435d0,11
260_B3_1,2
1919_D11_4,17
187a49a4-bb9d-11e8-b2b9-ac1f6b6435d0,16
27_F5_1,7
b838966e-bbaf-11e8-b2ba-ac1f6b6435d0,46
c4cd464c-bb9e-11e8-b2b9-ac1f6b6435d0,12
cd84a19a-bba8-11e8-b2ba-ac1f6b6435d0,5
e2ade41c-bbc3-11e8-b2bc-ac1f6b6435d0,9
f034433a-bba8-11e8-b2ba-ac1f6b6435d0,8
430_E10_1,17
88f7973e-bba9-11e8-b2ba-ac1f6b6435d0,52
bb665668-bbbf-11e8-b2bb-ac1f6b6435d0,10
5dcced32-bbb5-11e8-b2ba-ac1f6b6435d0,23
74d2a638-bba2-11e8-b2b9-ac1f6b6435d0,25
e49bb130-bbc5-11e8-b2bc-ac1f6b6435d0,18
281_D8_6,6
634_H2_1,2
1708_D11_3,10
fd48f418-bb9d-11e8-b2b9-ac1f6b6435d0,4
1736_F10_19,19
51781906-bbc1-11e8-b2bb-ac1f6b6435d0,17
40_H9_1,2
617_F4_1,1
1573_D3_3,1
1708_E11_18,8
d992b1c2-bbc9-11e8-b2bc-ac1f6b6435d0,3
f26942ae-bb99-11e8-b2b9-ac1f6b6435d0,0
a0df6444-bbae-11e8-b2ba-ac1f6b6435d0,6
ffe8cf0c-bba9-11e8-b2ba-ac1f6b6435d0,1
1720_H1_18,7
19461f1c-bba1-11e8-b2b9-ac1f6b6435d0,10
218_A1_2,1
0a763540-bb9b-11e8-b2b9-ac1f6b6435d0,14
640c54c0-bbac-11e8-b2ba-ac1f6b6435d0,5
7c3e4696-bba4-11e8-b2b9-ac1f6b6435d0,20
1856c16a-bbba-11e8-b2ba-ac1f6b6435d0,7
1918_F8_28,82
1281_F6_1,15
1609_C1_1,10
1788_D8_27,18
1753_A4_13,7
464_B6_4,9
1912_G4_5,2
1660_F7_1,9
1788_F2_17,34
1898_B10_32,17
7cb7642a-bbba-11e8-b2ba-ac1f6b6435d0,0
1912_F5_14,4
f73b2412-bbb9-11e8-b2ba-ac1f6b6435d0,5
f8dfdae4-bb99-11e8-b2b9-ac1f6b6435d0,9
1869_D7_43,5
369_E7_2,0
e81b762c-bbc7-11e8-b2bc-ac1f6b6435d0,25
e874306e-bbb8-11e8-b2ba-ac1f6b6435d0,7
f5a72606-bbc2-11e8-b2bc-ac1f6b6435d0,3
8bc60812-bbc5-11e8-b2bc-ac1f6b6435d0,7
1632_A3_13,30
907b98dc-bba6-11e8-b2ba-ac1f6b6435d0,29
427_D9_1,19
921_D11_2,12
6174ec8e-bbbd-11e8-b2ba-ac1f6b6435d0,40
1984_C11_4,40
0dbbfa28-bbb4-11e8-b2ba-ac1f6b6435d0,10
b157d03e-bba1-11e8-b2b9-ac1f6b6435d0,14
b898997a-bbbd-11e8-b2ba-ac1f6b6435d0,4
40607c3a-bbb2-11e8-b2ba-ac1f6b6435d0,4
1918_E7_30,144
1808_C2_4,16
236_G1_1,3
1708_D11_3,3
73d46a32-bbc0-11e8-b2bb-ac1f6b6435d0,5
1695_H1_18,17
552_A4_2,11
31ef6d62-bbaa-11e8-b2ba-ac1f6b6435d0,20
303_H6_2,4
473_B12_3,6
221_D11_1,7
a7fba28e-bbad-11e8-b2ba-ac1f6b6435d0,34
1741_D1_13,52
efd978cc-bba0-11e8-b2b9-ac1f6b6435d0,1
396_E11_1,1
1972_E7_15,3
9ce2734e-bbc3-11e8-b2bc-ac1f6b6435d0,47
a6a539d6-bba3-11e8-b2b9-ac1f6b6435d0,17
1977_F6_33,20
390_H2_1,3
560_E10_3,8
a46bc92c-bbae-11e8-b2ba-ac1f6b6435d0,10
d7fd93d2-bbbe-11e8-b2ba-ac1f6b6435d0,8
140_C10_1,1
6284c7ae-bba7-11e8-b2ba-ac1f6b6435d0,14
bf81ed02-bbab-11e8-b2ba-ac1f6b6435d0,9
1898_G7_28,11
441_C3_1,11
1972_G1_23,38
7cb7642a-bbba-11e8-b2ba-ac1f6b6435d0,7
e0c7ee08-bbba-11e8-b2ba-ac1f6b6435d0,26
1551_F10_6,15
8ab8eabc-bba6-11e8-b2ba-ac1f6b6435d0,3
170_A7_2,5
b578c7cc-bb9c-11e8-b2b9-ac1f6b6435d0,17
7129498a-bbaa-11e8-b2ba-ac1f6b6435d0,18
863_C4_4,6
1b034336-bbb8-11e8-b2ba-ac1f6b6435d0,2
23495b68-bbac-11e8-b2ba-ac1f6b6435d0,22
1625_F7_2,2
212_D6_2,6
1352_G9_5,0
211_F7_1,4
1918_B1_5,2
a03afb5a-bbbf-11e8-b2bb-ac1f6b6435d0,14
ca0da2c6-bbc8-11e8-b2bc-ac1f6b6435d0,1
a9ce8884-bba7-11e8-b2ba-ac1f6b6435d0,25
c5062710-bbb1-11e8-b2ba-ac1f6b6435d0,1
1788_E4_21,13
258850ec-bba6-11e8-b2ba-ac1f6b6435d0,6
94_E6_2,3
ef20f1ce-bb9d-11e8-b2b9-ac1f6b6435d0,5
1893_E21_4,10
b6f82dd0-bbbb-11e8-b2ba-ac1f6b6435d0,26
27a18834-bb9d-11e8-b2b9-ac1f6b6435d0,31
a0df6444-bbae-11e8-b2ba-ac1f6b6435d0,20
1890_G3_26,20
453_E8_2,10
bf37952e-bba4-11e8-b2ba-ac1f6b6435d0,19
dea1c7f4-bbc2-11e8-b2bc-ac1f6b6435d0,17
68_H11_2,3
1918_F6_9,35
e853eb84-bbc1-11e8-b2bb-ac1f6b6435d0,18
1751_H6_18,16
454_E5_3,0
9db5d858-bbc1-11e8-b2bb-ac1f6b6435d0,19
9f3465f0-bbbc-11e8-b2ba-ac1f6b6435d0,12
1920affe-bba4-11e8-b2b9-ac1f6b6435d0,11
1718_H7_13,14
1723_A7_18,20
65b9f246-bbc0-11e8-b2bb-ac1f6b6435d0,15
1898_G7_28,2
4d02e684-bbb3-11e8-b2ba-ac1f6b6435d0,19
85ffab0c-bbb3-11e8-b2ba-ac1f6b6435d0,3
5_H2_2,6
236_A7_2,3
752_E9_3,2
0e6fb1cc-bbb3-11e8-b2ba-ac1f6b6435d0,6
b84cb64c-bbac-11e8-b2ba-ac1f6b6435d0,57
778_G6_2,15
b8b9cda6-bb9b-11e8-b2b9-ac1f6b6435d0,33
1850_B1_24,5
4dfb9ee0-bbaf-11e8-b2ba-ac1f6b6435d0,2
544_E9_2,0
1715_H5_3,12
99e8dc38-bb9f-11e8-b2b9-ac1f6b6435d0,6
d8c5533c-bbb3-11e8-b2ba-ac1f6b6435d0,3
de2c65b6-bb9c-11e8-b2b9-ac1f6b6435d0,17
b6b7e6d2-bbc8-11e8-b2bc-ac1f6b6435d0,14
1124_H6_2,15
686f7836-bbba-11e8-b2ba-ac1f6b6435d0,8
0cd92bf2-bbab-11e8-b2ba-ac1f6b6435d0,2
251_H4_1,13
d88df6ae-bbb2-11e8-b2ba-ac1f6b6435d0,15
1688_D7_18,8
ba675ebe-bbb1-11e8-b2ba-ac1f6b6435d0,19
818fa834-bbc1-11e8-b2bb-ac1f6b6435d0,0
3fe89bae-bbbf-11e8-b2ba-ac1f6b6435d0,10
48afdcce-bbac-11e8-b2ba-ac1f6b6435d0,12
1901_A2_1,16
068e6e7a-bba5-11e8-b2ba-ac1f6b6435d0,4
1007db5e-bbc7-11e8-b2bc-ac1f6b6435d0,1
ea478676-bbb2-11e8-b2ba-ac1f6b6435d0,42
e3af2ca6-bbb7-11e8-b2ba-ac1f6b6435d0,19
230_G8_2,18
501_B12_2,1
75_E4_1,3
973_F9_1,5
297_B5_1,3
acb198ee-bbba-11e8-b2ba-ac1f6b6435d0,14
1886_E8_1,9
67822bc8-bbb8-11e8-b2ba-ac1f6b6435d0,6
755_F10_2,11
1153_G4_1,60
221_H1_1,34
68_H6_2,13
1718_H7_13,23
1674_E3_3,4
1767_A4_10,18
6284c7ae-bba7-11e8-b2ba-ac1f6b6435d0,24
65b9f246-bbc0-11e8-b2bb-ac1f6b6435d0,6
7771774c-bb9e-11e8-b2b9-ac1f6b6435d0,18
7a52277e-bbba-11e8-b2ba-ac1f6b6435d0,2
9cb5060a-bbca-11e8-b2bc-ac1f6b6435d0,25
da60ebd4-bb9a-11e8-b2b9-ac1f6b6435d0,11
1652_G3_2,31
326_H7_2,9
484_F10_3,12
f667c53e-bbc0-11e8-b2bb-ac1f6b6435d0,0
8_C5_1,2
f492ff1a-bbc7-11e8-b2bc-ac1f6b6435d0,4
18a31752-bb9e-11e8-b2b9-ac1f6b6435d0,11
371_E8_2,4
747_A7_6,16
258d10d0-bbc6-11e8-b2bc-ac1f6b6435d0,23
6174ec8e-bbbd-11e8-b2ba-ac1f6b6435d0,21
1729_G1_1,12
d88df6ae-bbb2-11e8-b2ba-ac1f6b6435d0,8
3084f2a2-bbc9-11e8-b2bc-ac1f6b6435d0,10
f619c46c-bbaa-11e8-b2ba-ac1f6b6435d0,30
1625_F7_2,16
1898_D1_20,54
490_H5_2,6
5f3846f2-bba7-11e8-b2ba-ac1f6b6435d0,6
19e9765e-bbc3-11e8-b2bc-ac1f6b6435d0,20
bf81ed02-bbab-11e8-b2ba-ac1f6b6435d0,18
e8864928-bbab-11e8-b2ba-ac1f6b6435d0,24
31ef6d62-bbaa-11e8-b2ba-ac1f6b6435d0,15
789_B2_3,12
258850ec-bba6-11e8-b2ba-ac1f6b6435d0,24
5c293e8c-bbc8-11e8-b2bc-ac1f6b6435d0,4
7c3e4696-bba4-11e8-b2b9-ac1f6b6435d0,71
a5d38566-bbc2-11e8-b2bc-ac1f6b6435d0,35
d8e42ce2-bbb5-11e8-b2ba-ac1f6b6435d0,32
a8c2864e-bbb0-11e8-b2ba-ac1f6b6435d0,14
d7cfe122-bb9f-11e8-b2b9-ac1f6b6435d0,11
568_H8_1,9
501_B12_2,24
90b50b76-bbb0-11e8-b2ba-ac1f6b6435d0,4
973_F9_1,14
2d0ce2ce-bbba-11e8-b2ba-ac1f6b6435d0,6
297_B5_1,10
2f823f30-bbca-11e8-b2bc-ac1f6b6435d0,2
ad96aace-bbba-11e8-b2ba-ac1f6b6435d0,30
279_G7_2,3
d9b33a58-bbbc-11e8-b2ba-ac1f6b6435d0,2
1194_C6_4,5
1789_A1_31,20
74f9aa14-bbb9-11e8-b2ba-ac1f6b6435d0,29
6284c7ae-bba7-11e8-b2ba-ac1f6b6435d0,19
1918_B12_1,19
44b5e136-bbca-11e8-b2bc-ac1f6b6435d0,12
1692_D1_8,10
1702_E2_23,35
1729_E11_2,44
1788_F1_6,4
543db028-bbbd-11e8-b2ba-ac1f6b6435d0,4
862_A4_1,8
872cead2-bbbb-11e8-b2ba-ac1f6b6435d0,5
1717_G8_34,2
b9b8341a-bb99-11e8-b2b9-ac1f6b6435d0,17
1581_E6_3,2
1717_E5_3,33
8_C4_1,1
99e8dc38-bb9f-11e8-b2b9-ac1f6b6435d0,20
1632_A3_13,2
40_H9_2,6
d5dfd322-bbb8-11e8-b2ba-ac1f6b6435d0,2
20871ff8-bbc2-11e8-b2bb-ac1f6b6435d0,28
9f3ead6a-bbaf-11e8-b2ba-ac1f6b6435d0,6
7af0be3c-bbad-11e8-b2ba-ac1f6b6435d0,0
f4f79da4-bbc6-11e8-b2bc-ac1f6b6435d0,60
aa8a3906-bb9f-11e8-b2b9-ac1f6b6435d0,2
117_H4_4,4
1891_D12_1,10
56f44fbe-bbba-11e8-b2ba-ac1f6b6435d0,12
ae479992-bbb5-11e8-b2ba-ac1f6b6435d0,5
b898997a-bbbd-11e8-b2ba-ac1f6b6435d0,32
484_D12_2,12
8bc9b9fe-bbb5-11e8-b2ba-ac1f6b6435d0,24
1977_F6_48,1
1946_D1_2,2
419_B5_2,10
6a672710-bbb0-11e8-b2ba-ac1f6b6435d0,4
80614cc4-bbb7-11e8-b2ba-ac1f6b6435d0,15
a480418c-bbad-11e8-b2ba-ac1f6b6435d0,40
c521f280-bbc8-11e8-b2bc-ac1f6b6435d0,2
1510_C3_1,16
eae13a0e-bba9-11e8-b2ba-ac1f6b6435d0,21
273_D10_1,11
5a15dd36-bbc2-11e8-b2bb-ac1f6b6435d0,12
a901764a-bbb2-11e8-b2ba-ac1f6b6435d0,6
273_D10_2,7
1918_B2_18,103
230_G8_2,4
4da7c014-bbc7-11e8-b2bc-ac1f6b6435d0,4
297_B5_1,13
1918_F6_9,8
2e56397c-bba7-11e8-b2ba-ac1f6b6435d0,14
84a35d00-bba7-11e8-b2ba-ac1f6b6435d0,35
0aeeb7de-bbca-11e8-b2bc-ac1f6b6435d0,35
add16ddc-bbb3-11e8-b2ba-ac1f6b6435d0,8
19f021d0-bba4-11e8-b2b9-ac1f6b6435d0,24
7ec881f0-bbb4-11e8-b2ba-ac1f6b6435d0,9
4d02e684-bbb3-11e8-b2ba-ac1f6b6435d0,6
183_A12_2,0
1916_B8_15,4
1672_B2_23,5
1016_E6_1,7
1572_E2_3,6
1bff7588-bbc8-11e8-b2bc-ac1f6b6435d0,13
512_B6_3,10
6f2690b8-bb99-11e8-b2b9-ac1f6b6435d0,18
afb33eaa-bbc7-11e8-b2bc-ac1f6b6435d0,2
1914_F7_20,44
4488f6b6-bbad-11e8-b2ba-ac1f6b6435d0,17
1789_G5_20,9
71_F5_1,6
c29de642-bbad-11e8-b2ba-ac1f6b6435d0,31
1c25ac16-bb9c-11e8-b2b9-ac1f6b6435d0,32
836_C4_2,5
381_E12_5,1
1128_A7_4,27
b6f285ca-bbc9-11e8-b2bc-ac1f6b6435d0,9
754648d8-bba0-11e8-b2b9-ac1f6b6435d0,9
b12c1c42-bbaf-11e8-b2ba-ac1f6b6435d0,3
918_B3_4,2
141aaeca-bbb2-11e8-b2ba-ac1f6b6435d0,5
0b0884b0-bb9e-11e8-b2b9-ac1f6b6435d0,10
3a327c44-bb9b-11e8-b2b9-ac1f6b6435d0,2
e8a5295a-bbac-11e8-b2ba-ac1f6b6435d0,5
1946_D1_2,9
479_B8_2,10
5464b4b4-bbc9-11e8-b2bc-ac1f6b6435d0,18
db472e16-bba7-11e8-b2ba-ac1f6b6435d0,15
7ee8d780-bbbd-11e8-b2ba-ac1f6b6435d0,2
9f8967ec-bbc8-11e8-b2bc-ac1f6b6435d0,10
224_E2_2,8
9d8ec522-bb9b-11e8-b2b9-ac1f6b6435d0,23
291_B9_1,5
34a3289c-bbc7-11e8-b2bc-ac1f6b6435d0,28
8da7bd28-bb9e-11e8-b2b9-ac1f6b6435d0,0
1773_B6_7,2
47373902-bbc3-11e8-b2bc-ac1f6b6435d0,21
1788_E8_17,0
1789_B10_24,0
34_D5_2,0
715b92c0-bba8-11e8-b2ba-ac1f6b6435d0,2
d47d6a6c-bbb8-11e8-b2ba-ac1f6b6435d0,40
01b99e6c-bbb2-11e8-b2ba-ac1f6b6435d0,19
95f3d602-bbc5-11e8-b2bc-ac1f6b6435d0,12
982_C5_2,21
52ca74dc-bbaf-11e8-b2ba-ac1f6b6435d0,23
152c7e50-bb9f-11e8-b2b9-ac1f6b6435d0,31
273_C4_2,3
777ae856-bbc4-11e8-b2bc-ac1f6b6435d0,22
38_B12_2,5
1020_A3_3,17
8fc3f866-bb9d-11e8-b2b9-ac1f6b6435d0,24
1767_E2_4,13
9747222c-bbaf-11e8-b2ba-ac1f6b6435d0,19
b426b420-bbc3-11e8-b2bc-ac1f6b6435d0,1
1637_E9_3,12
183_A12_2,9
5339d516-bbc3-11e8-b2bc-ac1f6b6435d0,39
f73b2412-bbb9-11e8-b2ba-ac1f6b6435d0,10
c9e24ac0-bbc5-11e8-b2bc-ac1f6b6435d0,28
614_C6_1,16
1745_F10_16,10
146_B3_1,2
1789_B10_7,15
1852_H2_25,29
3aca6b36-bbb8-11e8-b2ba-ac1f6b6435d0,3
b0c0e0e4-bba0-11e8-b2b9-ac1f6b6435d0,11
c7abe0a6-bb9b-11e8-b2b9-ac1f6b6435d0,28
d61957be-bbbd-11e8-b2ba-ac1f6b6435d0,54
0aeb18f0-bbba-11e8-b2ba-ac1f6b6435d0,22
1712_H5_14,4
b12c1c42-bbaf-11e8-b2ba-ac1f6b6435d0,4
862_D9_2,3
3e6f0080-bba9-11e8-b2ba-ac1f6b6435d0,16
422_F4_2,1
19_B11_2,7
1869_F10_55,13
3a327c44-bb9b-11e8-b2b9-ac1f6b6435d0,11
1986_E11_2,25
1202_A3_1,0
19e9765e-bbc3-11e8-b2bc-ac1f6b6435d0,9
847_C2_1,7
866a0dd8-bbb0-11e8-b2ba-ac1f6b6435d0,25
ff2a8528-bbb4-11e8-b2ba-ac1f6b6435d0,15
530_C4_1,6
7c3e4696-bba4-11e8-b2b9-ac1f6b6435d0,42
8da7bd28-bb9e-11e8-b2b9-ac1f6b6435d0,9
1572_G5_3,9
82e4e460-bbbc-11e8-b2ba-ac1f6b6435d0,11
771_E5_2,3
398_E8_2,8
982_C5_2,14
169_B5_1,0
c020861c-bb9f-11e8-b2b9-ac1f6b6435d0,3
0ff03686-bbb6-11e8-b2ba-ac1f6b6435d0,12
1819_B6_20,20
f3dd8830-bbc5-11e8-b2bc-ac1f6b6435d0,8
273_C4_2,4
3a076a72-bbb4-11e8-b2ba-ac1f6b6435d0,3
1852_H2_16,7
25d01b70-bba6-11e8-b2ba-ac1f6b6435d0,19
1984_A1_13,12
1551_F10_5,2
566_H10_2,3
e955f0a8-bbc7-11e8-b2bc-ac1f6b6435d0,19
508_F10_2,6
ab945e8a-bbc7-11e8-b2bc-ac1f6b6435d0,3
32afd736-bba1-11e8-b2b9-ac1f6b6435d0,8
3b80c3ca-bbb5-11e8-b2ba-ac1f6b6435d0,15
b78e1a58-bba1-11e8-b2b9-ac1f6b6435d0,7
b0c0e0e4-bba0-11e8-b2b9-ac1f6b6435d0,2
aca44a3c-bbb4-11e8-b2ba-ac1f6b6435d0,9
999626c2-bbaa-11e8-b2ba-ac1f6b6435d0,3
8357fd8e-bbac-11e8-b2ba-ac1f6b6435d0,5
1878_C8_34,3
cedd50a8-bba5-11e8-b2ba-ac1f6b6435d0,2
b237f188-bba5-11e8-b2ba-ac1f6b6435d0,16
c521f280-bbc8-11e8-b2bc-ac1f6b6435d0,23
a6f57a0e-bba8-11e8-b2ba-ac1f6b6435d0,3
e733669c-bbc8-11e8-b2bc-ac1f6b6435d0,23
e85de68a-bb9d-11e8-b2b9-ac1f6b6435d0,52
230_G8_1,15
7329f282-bba7-11e8-b2ba-ac1f6b6435d0,21
a7fba28e-bbad-11e8-b2ba-ac1f6b6435d0,19
1482_H9_1,4
1671_G11_1,9
278_F2_1,3
298_B6_2,15
1694_B4_8,0
dd49a9c6-bbb8-11e8-b2ba-ac1f6b6435d0,17
69555bfa-bbb8-11e8-b2ba-ac1f6b6435d0,10
1219_H11_5,21
1286_A11_1,5
1921_A7_17,12
1736_C8_12,16
1752_C9_18,3
512999ce-bbc7-11e8-b2bc-ac1f6b6435d0,2
1637_D11_17,53
1fe7149e-bbb4-11e8-b2ba-ac1f6b6435d0,20
298_B6_1,2
0ff03686-bbb6-11e8-b2ba-ac1f6b6435d0,11
1745_G7_23,16
1740_C2_18,29
1788_D1_29,15
1623_B4_1,3
1918_F8_3,103
1751_B3_18,22
1112_E9_1,3
29f80b3a-bbb1-11e8-b2ba-ac1f6b6435d0,4
820_D8_2,11
3e632254-bbba-11e8-b2ba-ac1f6b6435d0,31
752_C3_2,3
6d69a028-bbc4-11e8-b2bc-ac1f6b6435d0,67
1732_A2_8,7
1953_G3_3,1
1789_B10_7,1
275_D9_1,10
2f343b58-bbc2-11e8-b2bb-ac1f6b6435d0,6
1696_G1_1,20
334_H4_4,6
b0c0e0e4-bba0-11e8-b2b9-ac1f6b6435d0,5
d72b8e66-bbbc-11e8-b2ba-ac1f6b6435d0,14
5ed0a114-bb9d-11e8-b2b9-ac1f6b6435d0,17
1042_A9_2,8
215_E1_1,2
88f7973e-bba9-11e8-b2ba-ac1f6b6435d0,11
1934_D4_14,21
dc04b708-bbaf-11e8-b2ba-ac1f6b6435d0,8
67610462-bba8-11e8-b2ba-ac1f6b6435d0,0
1652_F2_3,54
4d49d1a4-bbca-11e8-b2bc-ac1f6b6435d0,15
d1e0a344-bbc9-11e8-b2bc-ac1f6b6435d0,13
a01206a8-bbc1-11e8-b2bb-ac1f6b6435d0,17
583a2502-bb9b-11e8-b2b9-ac1f6b6435d0,7
5cc9b4de-bbc8-11e8-b2bc-ac1f6b6435d0,3
ac809320-bbbf-11e8-b2bb-ac1f6b6435d0,12
8922c7e4-bbbb-11e8-b2ba-ac1f6b6435d0,11
0ff03686-bbb6-11e8-b2ba-ac1f6b6435d0,2
a2328752-bbba-11e8-b2ba-ac1f6b6435d0,0
8aa2e59a-bbc5-11e8-b2bc-ac1f6b6435d0,12
1198_A12_1,16
1927_E2_4,15
511_H7_2,11
1973_F1_19,82
522_E8_2,9
637fddbc-bbaa-11e8-b2ba-ac1f6b6435d0,27
1001_E9_1,1
91365d06-bbca-11e8-b2bc-ac1f6b6435d0,11
1789_A1_28,11
fa2e2cc2-bb9c-11e8-b2b9-ac1f6b6435d0,13
1918_D3_3,75
1891_C13_7,21
1061_F10_2,2
59d9f8fa-bbba-11e8-b2ba-ac1f6b6435d0,2
6ec2c6d8-bbac-11e8-b2ba-ac1f6b6435d0,14
1852_E5_31,46
481e821c-bba0-11e8-b2b9-ac1f6b6435d0,12
2ac17024-bbb1-11e8-b2ba-ac1f6b6435d0,31
379fb826-bbc7-11e8-b2bc-ac1f6b6435d0,27
1717_B3_29,17
b24edf8e-bbc7-11e8-b2bc-ac1f6b6435d0,14
1845_F6_18,13
467_D6_3,13
24_E4_1,0
833_C8_2,5
f55e17de-bba6-11e8-b2ba-ac1f6b6435d0,29
1712_H1_3,15
f62e3cc0-bba1-11e8-b2b9-ac1f6b6435d0,0
ff360724-bbb2-11e8-b2ba-ac1f6b6435d0,25
610_F4_1,15
467_A5_2,8
8922c7e4-bbbb-11e8-b2ba-ac1f6b6435d0,2
1946_D1_1,7
335_C11_1,6
e92ee03e-bbaf-11e8-b2ba-ac1f6b6435d0,50
1918_D10_6,21
b578c7cc-bb9c-11e8-b2b9-ac1f6b6435d0,33
1918_H7_32,78
265_C2_2,20
25443924-bbc5-11e8-b2bc-ac1f6b6435d0,68
11626950-bb9b-11e8-b2b9-ac1f6b6435d0,34
690e6d24-bbab-11e8-b2ba-ac1f6b6435d0,12
c3995186-bbca-11e8-b2bc-ac1f6b6435d0,14
f9c647e2-bbbf-11e8-b2bb-ac1f6b6435d0,13
1954_F2_45,24
1973_F1_19,93
978_F9_4,3
c7257380-bbb0-11e8-b2ba-ac1f6b6435d0,8
f667c53e-bbc0-11e8-b2bb-ac1f6b6435d0,55
1789_A1_28,0
1891_B5_4,36
0c1aaee0-bbc2-11e8-b2bb-ac1f6b6435d0,11
1061_F10_2,5
1c25ac16-bb9c-11e8-b2b9-ac1f6b6435d0,69
5f0e0266-bba2-11e8-b2b9-ac1f6b6435d0,0
9a6c3ce0-bbc7-11e8-b2bc-ac1f6b6435d0,17
790_F9_1,0
518_C6_1,16
1789_D8_24,10
504_E9_1,19
522_F12_4,4
83a85dd0-bba0-11e8-b2b9-ac1f6b6435d0,10
86cace8e-bba6-11e8-b2ba-ac1f6b6435d0,1
1898_B7_7,14
1898_G1_10,20
396_A7_2,17
985_G9_3,21
15a2aa9c-bbbf-11e8-b2ba-ac1f6b6435d0,29
ea973356-bb99-11e8-b2b9-ac1f6b6435d0,4
e339b250-bbb7-11e8-b2ba-ac1f6b6435d0,8
371_C2_2,10
1050_F4_4,4
36d6c1f8-bba6-11e8-b2ba-ac1f6b6435d0,7
1150_A12_3,13
a4ed96b4-bbc7-11e8-b2bc-ac1f6b6435d0,11
1374_D1_3,3
b84cb64c-bbac-11e8-b2ba-ac1f6b6435d0,9
1773_D5_3,3
1637_D11_17,0
1893_D13_7,8
1581_B12_3,35
239d7716-bbac-11e8-b2ba-ac1f6b6435d0,23
218_F12_1,9
effcbd22-bbb0-11e8-b2ba-ac1f6b6435d0,17
1697_A12_2,19
9b2de0d4-bbbd-11e8-b2ba-ac1f6b6435d0,21
1198_A12_1,6
0866aeaa-bbba-11e8-b2ba-ac1f6b6435d0,6
121_A7_2,5
1681_A9_3,15
545_C1_2,12
a0f0c4c0-bbc5-11e8-b2bc-ac1f6b6435d0,14
118_F6_2,3
1128_A6_12,3
329_C11_2,6
14d7980c-bbab-11e8-b2ba-ac1f6b6435d0,12
bda76406-bba8-11e8-b2ba-ac1f6b6435d0,15
a4edd97e-bbc4-11e8-b2bc-ac1f6b6435d0,22
efec5b3a-bbc4-11e8-b2bc-ac1f6b6435d0,2
468_F11_1,1
1918_B1_5,43
a4067b68-bbb7-11e8-b2ba-ac1f6b6435d0,24
1636_H1_13,21
1151_B9_1,8
ce35516e-bbc8-11e8-b2bc-ac1f6b6435d0,15
d366ad5c-bbb6-11e8-b2ba-ac1f6b6435d0,28
4f7bb438-bbca-11e8-b2bc-ac1f6b6435d0,9
142c9d96-bbae-11e8-b2ba-ac1f6b6435d0,3
d1e0a344-bbc9-11e8-b2bc-ac1f6b6435d0,18
