ID,cell_i,is_pure,is_public
be285024-bbbd-11e8-b2ba-ac1f6b6435d0,55,1,0
d367bc0a-bbb2-11e8-b2ba-ac1f6b6435d0,1,1,0
d367bc0a-bbb2-11e8-b2ba-ac1f6b6435d0,17,1,0
d367bc0a-bbb2-11e8-b2ba-ac1f6b6435d0,25,1,0
d367bc0a-bbb2-11e8-b2ba-ac1f6b6435d0,27,1,0
db016e36-bbb5-11e8-b2ba-ac1f6b6435d0,13,1,0
db016e36-bbb5-11e8-b2ba-ac1f6b6435d0,23,1,0
db5b10e4-bb9c-11e8-b2b9-ac1f6b6435d0,17,1,0
db5b10e4-bb9c-11e8-b2b9-ac1f6b6435d0,19,1,0
db5b10e4-bb9c-11e8-b2b9-ac1f6b6435d0,26,1,0
e164b8de-bbae-11e8-b2ba-ac1f6b6435d0,13,1,0
e164b8de-bbae-11e8-b2ba-ac1f6b6435d0,5,1,0
e164b8de-bbae-11e8-b2ba-ac1f6b6435d0,9,1,0
e2c8c9c2-bba9-11e8-b2ba-ac1f6b6435d0,1,1,0
e2c8c9c2-bba9-11e8-b2ba-ac1f6b6435d0,24,1,0
e2c8c9c2-bba9-11e8-b2ba-ac1f6b6435d0,40,1,0
e3975d30-bbab-11e8-b2ba-ac1f6b6435d0,11,1,0
e3975d30-bbab-11e8-b2ba-ac1f6b6435d0,12,1,0
e3975d30-bbab-11e8-b2ba-ac1f6b6435d0,14,1,0
e3975d30-bbab-11e8-b2ba-ac1f6b6435d0,19,1,0
e3975d30-bbab-11e8-b2ba-ac1f6b6435d0,21,1,0
e7ed343a-bbc5-11e8-b2bc-ac1f6b6435d0,19,1,0
e7ed343a-bbc5-11e8-b2bc-ac1f6b6435d0,2,1,0
e7ed343a-bbc5-11e8-b2bc-ac1f6b6435d0,20,1,0
e7ed343a-bbc5-11e8-b2bc-ac1f6b6435d0,21,1,0
e7ed343a-bbc5-11e8-b2bc-ac1f6b6435d0,24,1,0
e7ed343a-bbc5-11e8-b2bc-ac1f6b6435d0,26,1,0
e7ed343a-bbc5-11e8-b2bc-ac1f6b6435d0,4,1,0
f98f7d8c-bba3-11e8-b2b9-ac1f6b6435d0,1,1,0
f98f7d8c-bba3-11e8-b2b9-ac1f6b6435d0,10,1,0
f98f7d8c-bba3-11e8-b2b9-ac1f6b6435d0,13,1,0
f98f7d8c-bba3-11e8-b2b9-ac1f6b6435d0,9,1,0
fea410e6-bbb0-11e8-b2ba-ac1f6b6435d0,6,1,0
fea410e6-bbb0-11e8-b2ba-ac1f6b6435d0,8,1,0
fea410e6-bbb0-11e8-b2ba-ac1f6b6435d0,9,1,0
